unique_carrier,year,month,distance,passengers
WW,2018,4,80364,73466
2HQ,2018,5,39839,3982
YX,2019,11,632524,1517893
2UQ,2019,4,11719,14
K2,2019,2,9337,1173
7S,2019,3,52689,303
0UQ,2019,4,4045,6
VJT,2019,12,338787,458
LP,2019,10,24730,42349
G4,2018,11,1088554,1094620
1EQ,2018,10,11427,488
WG,2019,12,26386,21046
YV,2018,2,307787,974676
M6,2019,12,132484,0
R0,2019,5,242,468
1BQ,2019,4,14381,6400
9S,2018,12,76643,0
D7,2018,2,8234,10102
RVQ,2018,11,326,4
UA,2018,8,4999772,10802376
5V,2019,5,51936,474
6R,2018,7,25825,0
AN,2019,9,25601,2460
PM,2018,1,5352,0
XP,2018,2,112957,31313
3S,2018,12,54605,0
SV,2018,5,69118,30956
BX,2018,2,3584,5515
1BQ,2018,10,15093,15428
HY,2018,7,8406,5693
EY,2019,9,67524,53652
M6,2018,10,81521,0
9E,2018,6,379540,1344638
CV,2019,8,189992,0
9X,2019,12,7140,8173
M3,2018,11,54351,0
4C,2019,2,3012,7821
HY,2018,10,12678,3134
SN,2019,2,7334,8856
0UQ,2019,7,24898,52
9V,2018,9,5944,10617
1YQ,2019,4,1349,1339
G4,2018,8,1111473,1188975
PEQ,2019,3,1644,0
3F,2018,1,868,237
3AQ,2019,12,837,368
5Y,2019,1,582925,1132
9K,2018,8,9375,56088
J5,2018,11,7224,3312
E7,2018,1,2552,0
EY,2019,2,88202,45806
NEW,2018,9,68,4147
EW,2019,8,44934,42547
OJ,2018,7,13913,10370
3U,2019,12,34076,16381
SY,2018,5,402239,223891
Z3,2019,1,3212,750
9S,2018,4,70767,0
EQ,2018,3,9526,19219
ABX,2019,6,102592,0
CC,2019,9,33071,0
8E,2018,11,52436,11777
AR,2019,9,19376,31621
BF,2019,11,19560,16784
WL,2018,4,95676,15169
AC,2018,10,218766,420263
MT,2018,10,73176,78352
22Q,2018,2,948,40
AX,2018,3,105341,289577
I4,2018,5,3237,1840
07Q,2019,2,53431,17922
7H,2018,9,19870,35055
EY,2018,4,111236,78950
X9,2019,3,36900,9739
AI,2018,11,102075,76168
VIQ,2018,3,36384,0
KQ,2019,2,14720,5744
AY,2018,3,18602,19902
2JQ,2018,10,3836,20373
BY,2019,5,76398,22758
6R,2018,6,28546,0
KX,2019,9,7180,12919
WGT,2019,11,7296,4
VR,2018,6,13552,1528
DE,2018,5,98572,29606
MW,2019,8,362,868
1PQ,2018,2,140,841
0QQ,2018,2,12993,57
L2,2019,10,14722,0
Y4,2019,9,352782,252463
KAQ,2018,9,263479,0
JL,2019,2,174931,185377
EW,2018,12,34002,32790
LH,2019,8,465177,630157
LO,2018,3,57342,37749
3F,2019,3,1049,370
VIQ,2018,5,34683,0
E7,2019,7,2552,0
UX,2019,2,17696,10607
AV,2019,4,105010,144850
QT,2018,8,8427,0
IG,2018,10,17850,17538
2TQ,2019,3,2288,410
J2,2018,4,11662,2264
JJ,2019,1,125257,134389
MQ,2018,8,381372,1227616
DE,2018,11,30536,14033
KZ,2019,8,54189,0
2EQ,2018,6,216,72
BX,2018,10,3584,6567
VB,2019,3,35526,37734
ZK,2018,3,4884,2542
WL,2019,6,97789,9812
JL,2018,5,173380,202265
9S,2019,8,71328,0
SY,2019,1,495300,295680
36Q,2019,9,25047,10
1XQ,2019,5,7270,6
15Q,2019,12,105869,75
UO,2018,11,2138,558
DHQ,2019,12,6421,0
LR,2018,8,29561,30141
1EQ,2018,2,14520,1532
PEQ,2019,6,2574,0
U7,2019,3,139622,0
NLQ,2019,12,6920,83
G3,2019,4,25219,17131
4W,2018,8,14626,3387
5J,2018,11,3194,2
HBQ,2019,2,1122,564
5V,2019,6,69059,471
9V,2018,5,2972,7435
XL,2019,7,5940,14141
KU,2018,12,12704,15707
PR,2019,8,77212,94507
FI,2018,12,128300,86162
7H,2019,2,17407,23697
9X,2019,5,7688,8386
2O,2018,7,10236,2338
AV,2018,3,72202,134151
2EQ,2018,2,108,20
OO,2018,4,1230947,3119745
HU,2018,12,200176,63256
TS,2019,11,31733,26555
KV,2019,10,29532,230544
LO,2018,6,93082,71272
EK,2018,7,250571,354629
GL,2018,8,72452,8789
2EQ,2019,12,216,90
X4,2018,11,552,245
AY,2018,8,32422,37911
WG,2019,3,29271,28633
VA,2018,7,45134,40535
24Q,2019,6,15755,31
QT,2019,4,20647,0
OR,2019,10,18304,5058
XP,2019,5,21,0
4C,2018,5,7111,8097
TA,2019,7,60900,109787
E7,2019,12,2552,0
ZX,2018,9,20392,98887
W8,2018,12,29489,0
CM,2018,10,99946,228436
SQ,2019,7,120755,101851
NQ,2018,7,7638,12729
MQ,2019,8,433343,1396033
0UQ,2019,8,6453,0
KFQ,2019,12,28724,35
1TQ,2018,12,2601,0
3E,2018,11,5482,6338
TB,2018,4,9288,4065
N8,2019,1,103736,714
AAT,2019,3,1278,1252
M7,2019,12,4136,0
SA,2019,7,34538,30989
TB,2018,1,9288,4266
EM,2019,10,17013,18297
7H,2018,10,17583,32916
2JQ,2018,1,5558,9878
WN,2018,12,3513645,13963935
HA,2018,4,226821,944592
13Q,2019,3,90950,467
VI,2019,10,474,3512
KX,2018,1,26021,26739
B6,2018,5,867887,3648113
BY,2018,11,29851,7707
1UQ,2018,6,5696,15
HBQ,2019,7,3291,1182
AJQ,2018,11,9140,8283
MF,2019,4,55030,20607
9V,2019,1,5944,9552
JL,2018,8,180464,223487
NC,2018,9,37044,0
26Q,2018,10,8182,11
EM,2018,6,14118,16769
X9,2018,11,72360,10200
NLQ,2019,9,7008,34
3M,2019,12,19302,37708
KAQ,2019,8,277338,0
NK,2019,10,1110410,2854860
RJ,2018,3,36484,18623
3M,2018,11,13572,42629
10Q,2018,7,14035,6
8E,2018,1,43077,9641
3E,2019,9,6450,6345
FX,2019,8,1172152,0
AMQ,2018,2,74605,1224
KD,2018,3,82626,0
AS,2019,2,1521971,2405270
GFQ,2018,9,85756,0
GV,2019,11,30888,10752
5V,2018,11,37123,181
LV,2019,5,7296,8753
2KQ,2018,4,7222,17
10Q,2018,5,8292,8
B0,2019,3,7296,5047
5C,2018,5,40598,0
UP,2019,6,12318,46935
EQ,2019,7,3882,4681
EI,2018,3,94572,163249
AN,2019,11,25371,2242
UO,2019,6,2138,2815
LH,2019,12,453275,477369
ET,2018,11,61710,26450
B6,2019,4,951796,3676356
CH,2019,10,796,0
KLQ,2018,1,61708,0
8R,2019,7,53048,21019
KAQ,2018,5,237928,0
LA,2019,3,167945,82545
UX,2018,2,8848,11650
TR,2019,2,8234,9214
2HQ,2019,8,30631,2993
5V,2018,9,50528,459
XP,2018,1,94130,34028
D8,2018,3,129286,54165
RJ,2018,8,47534,34020
KX,2018,11,5607,12764
4C,2018,4,6024,6389
VB,2019,6,44629,56194
QF,2019,12,179915,133528
SEB,2018,10,3724,15681
SY,2018,9,476948,195058
7C,2018,11,17706,37649
1UQ,2019,6,6195,9
EW,2019,6,34002,33547
JD,2018,1,3828,3397
TP,2018,7,56350,62301
LV,2019,11,7296,7374
RU,2019,2,144376,0
TK,2019,9,195048,190199
PEQ,2019,8,2132,0
J2,2018,9,11662,2565
RU,2019,8,101585,0
EV,2019,10,256201,509113
5Y,2019,5,595484,67
AZ,2018,10,64924,96249
ADB,2018,7,14738,0
09Q,2018,2,421986,75299
DI,2018,3,101366,29620
TK,2018,7,203008,199331
DY,2018,12,307214,206151
PY,2018,6,6204,3587
JU,2019,8,9022,12081
L7,2019,11,37905,0
K3,2018,10,3354,440
GFQ,2018,6,58164,0
BA,2018,7,390400,725093
QF,2019,5,157388,140538
1WQ,2018,10,3422,5830
2TQ,2019,12,4414,315
M6,2018,9,81204,0
M6,2019,8,82953,0
RU,2018,8,139251,0
3U,2018,7,34076,26054
TS,2018,10,22746,6337
Q6,2019,12,16992,16130
KFQ,2019,10,11308,8
KE,2019,2,445951,220623
LY,2018,7,107550,79941
G4,2018,5,1077483,1150014
3M,2019,10,15924,38340
3AQ,2019,4,2877,634
GV,2018,11,33710,10883
22Q,2019,10,1264,59
CX,2019,4,209350,187896
FI,2018,6,164274,164154
HU,2018,5,183536,81860
VH,2019,11,2776,4669
VR,2019,6,6776,1282
7C,2019,5,21166,67884
D7,2019,6,8234,20343
2E,2019,9,266,1770
KAH,2018,4,4798,4678
SY,2018,3,586967,339370
KO,2019,2,39441,274
EK,2019,1,250444,294350
KV,2018,4,29507,170493
5X,2019,3,976056,0
7C,2019,3,24214,72665
D8,2019,8,12384,27704
1ZQ,2019,11,23813,215
1YQ,2018,12,983,549
KU,2019,1,12704,14471
FYQ,2018,7,11256,4
EV,2019,8,270293,516818
QF,2018,7,154312,144220
BCQ,2018,7,5500,250
TB,2018,3,9288,2669
SQ,2019,11,132463,96026
AAT,2018,5,908,1179
MT,2019,2,6682,7267
CAZ,2018,6,41596,26
1YQ,2019,6,903,1250
DL,2019,10,3786809,13964937
SV,2018,2,69118,19165
VS,2018,1,208676,199956
SK,2019,9,128323,124868
AF,2019,1,237029,246817
7L,2018,4,24018,0
KLQ,2018,7,45356,0
KAT,2019,4,235,8
2AQ,2019,12,17625,40
CI,2019,1,163045,77623
KV,2019,6,27303,236127
UX,2019,9,32052,29329
1YQ,2019,3,989,1640
FJ,2019,11,58684,17605
C5,2019,6,58886,194835
KD,2019,6,168499,0
MQ,2018,2,343725,941740
4B,2019,11,12102,15248
BX,2018,4,3584,6729
1SQ,2018,12,1856,8489
ET,2019,12,74200,41933
DL,2019,3,4190717,13981252
I4,2019,9,3302,1202
UA,2019,12,5456951,9889501
MW,2019,2,1828,18275
DHQ,2018,11,7514,0
PEQ,2019,1,1644,0
GCH,2019,8,59,0
5J,2018,5,3194,4155
OO,2018,7,1242220,3648686
1TQ,2018,6,2737,0
KAH,2019,12,2107,3133
MU,2019,8,94020,127980
PY,2019,6,6204,3885
X9,2019,6,37343,19201
1UQ,2018,8,11540,40
VS,2018,11,201912,296064
8E,2019,4,42876,9592
C8,2019,10,33971,0
5X,2019,12,1552019,0
NC,2019,7,47465,0
LO,2019,12,152296,54372
BA,2018,11,450082,576138
SY,2018,12,420989,291218
2HQ,2018,10,17775,2129
RU,2018,2,152162,0
02Q,2019,6,5153,64
PEQ,2019,12,1644,0
VI,2019,2,474,8064
14Q,2019,11,30750,144
AV,2019,3,123636,156941
DE,2019,3,31847,14540
2O,2019,3,4994,1295
PEQ,2019,10,1644,0
WS,2018,4,431586,522903
BW,2019,8,45356,83514
G7,2018,11,185606,412597
CX,2019,2,213805,164330
JQ,2019,4,21140,16872
3M,2018,9,12857,42846
6R,2019,1,26208,0
DE,2018,6,121067,58875
ELL,2019,4,408,9
1UQ,2018,7,29637,271
QK,2018,6,53072,176545
R0,2018,8,242,216
OH,2019,2,305710,1061611
WL,2019,7,2544,7212
C5,2018,10,48150,187990
2O,2018,10,6052,1588
5Y,2018,12,707085,5181
L2,2018,9,17875,0
MP,2018,6,19532,0
3AQ,2019,6,7108,411
7S,2019,12,52383,89
AN,2019,8,25601,2460
0CQ,2018,11,8536,22
26Q,2019,2,27655,33
1ZQ,2019,7,7980,5
WI,2019,11,72045,0
HYP,2019,11,16740,7
IFQ,2019,8,31145,41
G7,2018,5,164096,454865
JU,2018,9,9022,9222
OS,2018,7,67486,66128
BW,2018,6,36506,66613
LH,2018,3,561931,484025
9S,2018,5,62910,0
2HQ,2019,5,27980,2542
AS,2018,8,1458816,3318382
3U,2019,10,34076,20186
DE,2019,12,30530,14234
SK,2019,1,169000,82951
LS,2019,1,13424,670
1EQ,2019,6,15469,1448
IG,2019,12,17850,21735
QK,2018,2,62309,104608
JJ,2019,4,77807,91892
FX,2019,5,1250105,0
LO,2019,6,161390,92850
DY,2018,4,467340,207186
K2,2018,6,13684,1531
MT,2018,2,6682,7389
IB,2019,5,177974,135031
VI,2018,4,440,5756
FP,2018,3,10118,3
H6,2018,10,99325,27363
CV,2019,2,180813,0
CP,2018,5,81298,551372
3U,2018,12,34076,21858
KO,2018,12,43053,365
CH,2019,1,1194,0
BR,2018,2,144111,149802
0WQ,2018,7,121285,339
2E,2019,11,172,1702
NEW,2018,2,68,948
MF,2018,2,81552,19406
KO,2019,12,44535,788
NZ,2018,2,69898,79896
GEQ,2019,12,13814,22
PR,2018,2,100400,77701
9K,2018,5,10172,54470
NLQ,2019,3,8985,144
AX,2019,9,83904,259657
7H,2019,10,23531,29952
PO,2019,9,190924,0
2GQ,2018,12,6243,0
VB,2018,2,31478,18314
VI,2018,9,440,4830
HY,2018,1,8406,1426
CM,2018,3,69250,238346
EI,2019,3,97868,180923
QT,2018,6,8427,0
8V,2018,7,38758,5184
CK,2018,10,31301,0
2O,2018,12,5476,1366
BR,2019,4,135018,154876
EK,2019,5,236237,282997
ZX,2019,5,16340,86038
AT,2019,8,30404,47800
IG,2018,9,17850,19195
C5,2019,7,48013,214297
GV,2019,9,39759,13570
1WQ,2019,8,3846,5614
VH,2018,7,2776,5982
UX,2019,6,23204,33182
S4,2019,9,19204,15617
LR,2019,8,22020,28632
8V,2018,4,33060,5835
H6,2019,1,103242,16877
VH,2018,5,2776,2983
LDM,2019,4,8846,15
DL,2018,10,3784950,13074774
VB,2019,2,45784,24122
TA,2018,5,82447,94598
IFQ,2019,4,44100,54
VI,2018,11,440,5839
HA,2018,3,223310,1000061
CI,2019,9,165320,66994
OO,2019,12,1571378,3687514
1SQ,2019,12,2069,8993
GCH,2018,1,59,0
J5,2018,8,14310,9785
8C,2018,5,85059,0
SA,2019,3,34538,25010
SV,2018,3,75868,27445
XL,2018,3,8989,12736
AN,2019,7,30428,2520
HX,2018,7,32650,67914
RV,2019,4,122556,377836
07Q,2019,4,5006,370
AJQ,2018,1,26611,6870
9S,2019,7,86321,0
5J,2018,12,3194,2
KAH,2019,4,3378,5288
N8,2019,7,15254,0
CAZ,2018,2,16173,9
PR,2018,7,81024,97725
H6,2019,8,104866,24684
JU,2019,9,9022,6452
AS,2019,11,1650518,2824615
RJ,2019,12,48594,21400
SU,2019,10,84924,81127
CC,2019,8,22773,0
SK,2018,8,138952,132510
2AQ,2018,8,3258,10
Q6,2019,11,16992,15356
YR,2018,9,7798,24885
FX,2018,1,1307804,0
22Q,2018,3,948,44
5D,2019,6,49157,75678
G3,2018,10,5313,0
JL,2019,5,173287,197433
SQ,2019,12,134808,104542
2AQ,2019,10,18617,15
JD,2019,8,3828,3830
LY,2019,1,91533,60163
5D,2018,2,41740,53660
13Q,2019,6,55548,352
H6,2018,12,77667,20191
CC,2019,11,16852,0
LJ,2018,6,7586,30496
HU,2019,4,199198,70752
2RQ,2018,7,7347,4
RU,2018,1,116470,0
VR,2019,10,6776,1105
QR,2019,5,176152,182197
8R,2019,9,41108,8897
UA,2018,4,4451704,9203143
TS,2019,10,9798,5569
EM,2019,9,14945,17475
LH,2019,3,610237,474123
O6,2019,3,32466,11808
PFQ,2019,11,32206,0
5Y,2019,10,644805,1234
ELL,2018,8,408,94
QK,2019,5,52611,152900
LP,2018,10,19140,45235
KZ,2018,3,51310,0
10Q,2018,4,1143,4
M6,2019,10,105950,0
SV,2018,12,69118,36233
Y4,2019,12,380244,358838
RV,2018,8,93953,271811
CH,2019,9,796,0
SK,2019,12,155691,96169
CM,2019,4,110586,227031
SEB,2018,1,3724,19187
DHQ,2019,1,7275,0
SQ,2019,9,132465,94695
3EQ,2019,6,142396,403
G7,2018,7,188503,483991
36Q,2019,10,22342,11
AA,2019,8,3553095,13977154
BF,2018,10,19560,16811
C8,2018,8,19830,0
VR,2019,3,6776,1128
LX,2018,5,101891,135777
BW,2018,8,47707,93035
Y8,2019,8,7058,0
TP,2018,3,63084,56653
B0,2019,1,7296,4763
SN,2019,10,15118,24109
BX,2018,12,7168,9239
AR,2018,9,19376,36207
0QQ,2019,1,12123,16
AF,2018,12,235200,276083
AS,2019,3,1627598,2992472
7H,2018,3,14110,32439
0CQ,2019,11,3834,8
LR,2019,3,27472,26641
KD,2018,4,142906,0
LF,2019,5,90894,17745
3E,2018,10,5482,6804
AF,2018,10,300199,343047
JJ,2018,2,68212,105036
7C,2019,4,24352,68179
TS,2019,6,12566,7880
04Q,2018,3,48557,4692
4C,2018,6,3012,8645
4O,2019,10,58780,163454
KZ,2019,10,53077,0
1WQ,2019,2,3422,4360
3AQ,2019,10,4623,421
CK,2019,4,31301,0
P3,2018,12,135207,0
GCH,2019,7,59,0
2O,2018,2,4853,900
EM,2018,9,14936,16037
ELL,2019,5,408,22
9V,2019,3,5944,9665
0CQ,2018,6,8547,15
LXQ,2018,8,3610,6
AX,2019,11,103687,241460
ZX,2018,1,18160,75895
X4,2018,7,1205,1769
Y4,2019,6,399895,321703
FX,2019,7,1231255,0
BF,2018,12,19560,15694
CK,2018,2,31301,0
AR,2019,6,19376,35379
CZ,2018,12,125062,82025
UA,2019,9,4783787,9086066
KAT,2018,7,2410,9484
HU,2019,2,212346,54546
0QQ,2019,6,14005,7
ADB,2019,1,43619,0
QK,2019,10,62750,166166
GEQ,2019,8,6602,4
HY,2019,9,12678,6333
17Q,2018,4,14712,4
AI,2019,10,91056,62797
MU,2019,1,104062,124078
R3,2019,9,3916,73
1ZQ,2018,4,34770,141
PT,2019,2,39755,320872
QX,2018,2,84538,493049
EQ,2018,9,9526,16242
VI,2018,6,440,5956
4C,2019,6,6024,8734
2RQ,2018,9,8766,9
GL,2019,8,61331,4572
LJ,2018,8,2920,6577
2HQ,2019,10,24786,1453
2TQ,2018,12,1144,546
F9,2018,12,1256999,1673721
WI,2019,6,54372,0
SA,2018,8,34538,30815
TP,2019,1,34882,52061
DE,2018,12,30691,14178
38Q,2018,1,1229,4481
15Q,2018,12,45438,53
0WQ,2018,5,100780,285
L7,2019,8,42520,0
1QQ,2019,5,90,1844
DHQ,2019,6,5304,0
FYQ,2019,3,7504,5
AAT,2018,3,908,1131
FX,2019,1,1358953,0
UX,2019,12,39314,29159
8E,2019,5,45126,9503
HX,2018,12,32650,61442
OH,2019,1,296157,1088366
KAQ,2018,11,248404,0
38Q,2019,9,2384,6028
SA,2018,4,34538,22648
CP,2019,2,88172,466179
0BQ,2018,10,18918,11
OZ,2019,9,155206,120013
D7,2019,3,8234,20084
QF,2019,9,181769,129679
J2,2019,7,11662,3327
VIQ,2018,4,60114,0
WG,2019,11,13443,12455
VH,2019,5,2776,3581
KO,2018,7,45170,1045
PS,2019,9,9388,17482
C5,2019,8,55659,218390
NH,2018,12,156602,143235
QR,2019,7,176152,198693
AR,2018,4,19376,38347
H6,2018,7,90846,23906
BR,2019,9,129131,148412
PR,2019,7,91186,114092
WN,2018,11,3470635,14332973
QK,2018,12,46125,147317
8V,2018,9,19145,5846
D7,2019,5,8234,20425
KH,2019,4,1497,0
4O,2018,6,64228,175998
RU,2019,6,108114,0
Y4,2018,1,380228,275783
TA,2019,12,83818,142384
C5,2019,2,53448,152056
EW,2018,2,9514,2290
1UQ,2019,12,3781,0
J2,2019,9,11662,2435
4B,2019,2,18602,11581
2HQ,2018,7,31931,4003
R0,2018,9,242,256
DHQ,2019,3,5304,0
KX,2019,3,12789,18330
4O,2018,10,66446,157861
AA,2018,3,2989934,12888804
WN,2019,1,3482671,12279424
4W,2018,4,7906,1616
3E,2019,2,6014,4766
DE,2018,1,30691,8786
TK,2019,5,217714,188098
DHQ,2018,3,7438,0
AX,2018,10,106654,267272
G7,2018,2,194237,370859
WST,2018,8,160,1094
SQ,2019,8,116329,99489
ET,2019,5,43510,33651
BR,2018,6,145004,170315
2KQ,2019,11,5441,9
JU,2019,1,9022,4862
1YQ,2018,7,1367,736
PT,2019,1,40415,329784
2TQ,2019,6,1692,1077
QX,2018,4,88779,579727
VJT,2019,2,362471,381
BW,2018,7,38060,80055
D7,2018,6,8234,11827
AY,2019,1,18602,19361
6R,2018,9,28512,0
JL,2019,6,202148,211367
WW,2019,1,79268,46485
TS,2019,5,26708,7705
AV,2019,6,115432,143799
CRV,2018,10,18968,8
6R,2018,1,22614,0
17Q,2019,10,7372,5
DI,2018,7,96568,170216
MF,2019,5,55030,22213
D8,2019,3,53605,44398
VB,2018,4,33066,24323
WG,2019,6,2480,303
OO,2019,1,1537071,2951981
AAT,2019,5,1278,1596
VS,2019,10,281284,380579
1AQ,2018,7,12737,6553
EY,2018,10,105555,46679
TP,2018,1,64291,53663
ZW,2019,7,98572,368646
LX,2019,7,116102,154289
WL,2019,5,87053,2926
WI,2018,11,84048,0
W8,2019,2,25477,0
M7,2019,4,5689,0
AD,2018,6,54158,57634
QK,2019,11,61262,167613
G3,2019,1,29940,35103
KL,2018,9,210021,187986
HU,2019,6,186376,92233
CAZ,2019,7,12149,5
SU,2019,7,63446,93780
KAH,2019,11,2823,3444
7H,2019,11,24161,26864
0BQ,2018,8,2456,3
EQ,2018,4,9526,16893
SNK,2019,5,1795,491
PS,2018,12,9388,12304
L2,2019,9,27290,0
AD,2018,1,54890,68230
KD,2019,11,250576,0
UO,2019,9,2138,2
Z3,2018,2,3881,504
LA,2019,6,174010,81716
NEW,2018,5,68,2460
BX,2018,11,3584,5953
HX,2018,11,32650,51442
RVQ,2019,1,326,10
AT,2018,5,14878,17383
CC,2019,2,23505,0
JL,2019,10,173493,200282
AS,2019,8,1519902,3402833
C5,2018,6,43090,179151
1QQ,2018,1,90,1311
G7,2019,2,177928,346640
G7,2018,9,164977,419748
PFQ,2019,6,23423,0
KU,2018,1,12704,13814
U7,2019,10,115873,0
BCQ,2019,12,970,96
OO,2019,7,1313440,3935300
5X,2019,6,978133,0
VX,2018,3,411446,796243
KL,2018,8,224930,205337
KAH,2019,3,2570,4179
WG,2019,9,4960,1308
PD,2019,9,3104,79930
F9,2018,8,1363149,1783469
SN,2019,12,7334,14150
5D,2018,3,42506,70610
2TQ,2018,7,1652,972
WN,2019,2,3219732,11650664
3DQ,2018,12,466,1353
3E,2019,10,5482,6269
ELL,2019,7,408,90
Z3Q,2019,11,140,2400
CP,2019,5,80044,608897
TR,2018,1,8234,7404
VB,2018,7,26839,31362
AN,2019,1,37954,2165
AM,2018,5,109874,246210
AA,2019,7,3455652,14413166
BA,2019,12,430289,398673
ZX,2019,11,6822,24624
SU,2018,2,51990,50269
SNK,2018,5,1412,929
N8,2018,5,65070,3001
E7,2019,8,2552,0
BA,2018,2,426900,433167
AV,2018,4,98698,126544
FI,2019,1,134824,74162
9V,2018,7,5944,10945
FYQ,2019,8,7504,9
SQ,2018,5,98132,82111
NZ,2019,9,114100,93354
3BQ,2019,11,1402,1056
09Q,2018,6,321404,96034
1AQ,2018,9,13642,4110
LO,2018,2,47972,25731
HBQ,2019,6,2128,887
W8,2018,8,22029,0
1HQ,2018,7,9331,7
8V,2018,1,27928,4688
0QQ,2018,5,29445,14
L7,2019,10,40800,0
CM,2018,7,73464,284629
EY,2019,12,87180,60131
BY,2018,4,50902,16747
AN,2019,2,15061,1842
NH,2018,6,150113,165349
0WQ,2018,6,121285,324
VR,2018,9,13552,1242
LF,2019,6,82703,17384
EM,2019,12,16584,16490
Z3Q,2018,2,140,2519
CM,2019,10,76006,218022
0Q,2019,4,13105,11
5C,2018,6,40598,0
0QQ,2018,12,16234,4
2UQ,2018,7,23095,21
GEQ,2019,9,48686,47
1SQ,2018,10,2227,7316
DE,2019,6,101777,65288
AX,2018,9,92197,273712
SA,2019,12,26526,29801
3S,2019,3,62429,0
AZ,2018,4,70091,90866
LH,2019,5,495222,596333
D8,2019,2,32094,39170
4C,2019,4,6024,6489
NK,2018,3,724211,2504603
BW,2019,7,36980,76641
KX,2019,11,5607,13152
8C,2018,10,93587,49
AF,2019,10,316147,360197
M3,2019,1,48370,0
ZX,2018,10,20392,97276
AR,2019,3,19376,32030
JD,2018,8,3828,4442
TS,2018,8,19660,8145
CRV,2018,3,3829,9
V8,2019,1,9211,1011
AC,2018,6,206974,480513
HX,2018,9,32650,58188
M3,2018,5,65214,0
KZ,2018,9,41994,0
AR,2018,7,19376,40454
BW,2018,12,38060,74579
LX,2018,12,107216,133650
I4,2019,7,4932,4052
AMQ,2019,3,69275,1147
TP,2018,5,66406,62121
AI,2018,12,106652,78970
H6,2019,4,101437,26533
AAT,2019,10,1278,866
1BQ,2018,5,53040,22051
1HQ,2019,9,6484,8
8V,2019,11,25145,5436
WL,2019,2,66949,2691
AT,2019,10,30404,20024
1WQ,2019,6,3846,5620
D8,2019,1,38210,49720
PEQ,2018,2,2578,0
2UQ,2019,3,22361,22
FP,2019,2,7736,2
VI,2018,12,440,7411
OO,2019,4,1438884,3482028
27Q,2018,7,324519,1205
NZ,2018,7,100608,104391
4B,2019,8,15309,18746
WG,2019,1,20403,20101
GCQ,2019,1,11868,17
J2,2019,6,11662,2705
4M,2019,4,8812,12154
AJQ,2018,3,22496,7012
LY,2018,12,84782,55659
EY,2019,10,85148,49249
CM,2018,9,100972,228452
2HQ,2018,3,32341,6259
WN,2018,1,2376696,12380526
W8,2019,7,38761,0
6R,2018,4,22614,0
PT,2019,11,61845,419300
CAZ,2018,11,25497,24
L2,2018,1,9440,0
OJ,2018,8,13913,11367
LF,2019,4,92715,14433
X4,2018,1,520,212
AF,2018,8,277548,435782
KE,2019,12,448978,280803
8E,2018,6,44585,6409
GCH,2018,8,59,0
0WQ,2019,5,37527,97
KLQ,2019,5,59784,0
09Q,2018,4,438461,98736
JU,2019,10,9022,4857
AZ,2019,5,83580,104785
CM,2018,6,73708,256760
FP,2018,5,14032,10
AD,2019,10,72129,47707
TN,2018,11,19530,25656
EI,2018,5,103652,200280
MF,2018,1,81552,21815
GV,2018,3,30034,9449
UX,2018,10,23204,24871
ET,2018,5,46556,29488
ABX,2018,4,135907,0
3M,2019,6,18336,56083
SN,2018,6,15118,28729
37Q,2018,6,55876,366
4B,2019,5,15826,15982
VIQ,2018,7,10266,0
8C,2019,1,102449,0
YX,2018,7,599656,1660983
8E,2019,8,65515,11359
3F,2019,9,1607,1015
PO,2019,6,204802,0
VR,2018,2,6776,974
AI,2018,7,86661,85468
TN,2018,9,19530,34679
CK,2019,9,31301,0
EK,2018,9,250429,294283
J2,2018,12,11662,1739
AY,2018,1,23778,17352
I4,2019,3,358,1488
9X,2019,7,8312,10149
LF,2019,10,98077,20190
NK,2018,6,746321,2670787
5D,2019,10,38932,51930
4M,2019,3,8812,13490
4M,2018,5,12914,17235
MQ,2019,5,408203,1356239
EY,2019,11,76197,54725
AM,2019,1,128506,242684
TK,2018,10,206732,182927
9X,2018,11,7180,8467
27Q,2018,3,488166,1439
AY,2019,6,43509,48811
WI,2019,3,94224,0
PY,2018,2,6204,4311
CAZ,2018,10,27548,19
CZ,2018,10,113224,85126
AS,2018,11,1541465,2855671
IB,2019,7,175111,155554
CP,2018,6,83289,559099
6R,2019,5,19856,0
UP,2019,10,6081,27515
ZX,2018,2,18160,70494
QK,2018,4,61669,113089
CAZ,2019,3,10999,6
EI,2019,11,111130,196375
OZ,2019,10,161152,129098
TS,2019,4,62360,39042
28Q,2018,6,1648,0
WG,2018,1,18894,24196
SA,2018,3,34538,25981
QK,2019,3,46875,145548
26Q,2018,7,8080,10
IB,2018,11,110906,100005
CM,2018,4,76864,224343
1TQ,2019,11,2236,0
G4,2019,10,882206,1146846
JQ,2019,1,21140,20660
AI,2018,9,131679,65917
8E,2018,7,43801,8535
9V,2018,3,5944,8027
AA,2019,12,3547692,13423251
KU,2018,11,12704,13715
AT,2018,4,14878,19155
HX,2019,9,32650,15815
7S,2018,10,43021,346
HU,2019,1,173972,59572
KL,2018,1,215407,145034
GCH,2019,6,59,0
3F,2019,2,944,194
LX,2019,8,97448,156382
1YQ,2019,12,1162,998
3E,2019,4,6014,6281
PEQ,2018,12,1888,0
SNK,2019,11,840,381
LXQ,2018,9,3979,2
V8,2019,11,12048,825
GCQ,2019,9,9551,11
JQ,2018,6,21140,25350
NEW,2018,3,68,1258
